Age,Gender,Avg_Daily_Screen_Time_hr,Primary_Device,Exceeded_Recommended_Limit,Educational_to_Recreational_Ratio,Health_Impacts,Urban_or_Rural,Estimated_Recreational_hr,Estimated_Educational_hr,Threshold_Limit_hr
12,Female,4.93,Smartphone,True,0.46,Poor Sleep,Urban,3.3767123287671232,1.5532876712328765,4.0
11,Male,4.85,Smartphone,True,0.44,Poor Sleep,Urban,3.3680555555555554,1.4819444444444443,4.0
17,Female,3.34,TV,True,0.45,Eye Strain,Urban,2.303448275862069,1.0365517241379307,6.0
12,Female,5.06,Smartphone,True,0.33,Poor Sleep,Urban,3.804511278195488,1.2554887218045114,4.0
11,Male,3.61,Laptop,True,0.45,"Poor Sleep, Obesity Risk",Urban,2.489655172413793,1.120344827586207,4.0
15,Male,5.04,Smartphone,True,0.31,Anxiety,Rural,3.847328244274809,1.1926717557251911,6.0
11,Male,3.74,Tablet,True,0.44,"Poor Sleep, Eye Strain",Urban,2.5972222222222223,1.142777777777778,4.0
17,Male,3.35,Smartphone,True,0.34,Poor Sleep,Urban,2.5,0.8500000000000001,6.0
13,Female,4.25,Smartphone,True,0.48,"Poor Sleep, Anxiety",Urban,2.8716216216216215,1.3783783783783785,4.0
9,Female,0.0,Smartphone,False,0.49,,Urban,0.0,0.0,2.0
12,Male,4.64,Laptop,True,0.31,"Poor Sleep, Obesity Risk",Urban,3.541984732824427,1.0980152671755725,4.0
13,Male,3.67,Smartphone,True,0.3,Poor Sleep,Urban,2.823076923076923,0.8469230769230771,4.0
12,Male,4.58,Smartphone,True,0.42,Poor Sleep,Urban,3.2253521126760565,1.3546478873239436,4.0
9,Female,8.97,Smartphone,True,0.55,,Rural,5.787096774193548,3.1829032258064522,2.0
14,Female,4.45,Smartphone,True,0.39,,Urban,3.201438848920863,1.2485611510791372,4.0
11,Male,5.21,Smartphone,True,0.48,"Poor Sleep, Eye Strain",Urban,3.52027027027027,1.6897297297297298,4.0
15,Female,4.96,Smartphone,True,0.34,"Poor Sleep, Eye Strain",Urban,3.7014925373134324,1.2585074626865675,6.0
14,Male,3.95,TV,True,0.31,Poor Sleep,Urban,3.015267175572519,0.9347328244274813,4.0
14,Male,4.96,Smartphone,True,0.31,,Rural,3.7862595419847325,1.1737404580152675,4.0
16,Male,3.87,Smartphone,True,0.35,"Poor Sleep, Eye Strain",Urban,2.8666666666666667,1.0033333333333334,6.0
8,Male,4.17,TV,True,0.46,,Urban,2.856164383561644,1.313835616438356,2.0
17,Male,6.38,Laptop,True,0.41,Poor Sleep,Urban,4.5248226950354615,1.8551773049645384,6.0
13,Male,3.29,Smartphone,True,0.35,"Poor Sleep, Obesity Risk",Urban,2.437037037037037,0.8529629629629629,4.0
13,Male,5.79,Smartphone,True,0.5,"Poor Sleep, Anxiety",Urban,3.86,1.9300000000000002,4.0
13,Female,5.02,TV,True,0.39,Poor Sleep,Urban,3.611510791366906,1.4084892086330938,4.0
13,Female,5.02,Tablet,True,0.32,"Poor Sleep, Eye Strain",Urban,3.8030303030303023,1.2169696969696973,4.0
17,Male,3.15,TV,True,0.32,"Poor Sleep, Anxiety",Urban,2.3863636363636362,0.7636363636363637,6.0
14,Female,4.45,Smartphone,True,0.43,,Rural,3.111888111888112,1.338111888111888,4.0
17,Male,4.39,TV,True,0.3,Poor Sleep,Urban,3.3769230769230765,1.0130769230769232,6.0
13,Female,5.41,TV,True,0.48,,Urban,3.6554054054054057,1.7545945945945944,4.0
8,Female,0.38,TV,False,0.43,,Urban,0.26573426573426573,0.11426573426573428,2.0
10,Female,1.55,TV,False,0.49,,Urban,1.0402684563758389,0.5097315436241612,2.0
9,Male,7.61,Tablet,True,0.41,"Poor Sleep, Eye Strain",Urban,5.3971631205673765,2.212836879432624,2.0
13,Female,4.46,Tablet,True,0.34,"Poor Sleep, Eye Strain",Rural,3.3283582089552235,1.1316417910447765,4.0
15,Female,3.66,TV,True,0.42,"Poor Sleep, Anxiety",Urban,2.5774647887323945,1.0825352112676057,6.0
10,Male,0.55,TV,False,0.47,,Urban,0.3741496598639456,0.17585034013605444,2.0
17,Male,2.09,Smartphone,False,0.43,,Urban,1.4615384615384615,0.6284615384615384,6.0
15,Female,3.4,Smartphone,True,0.32,,Urban,2.5757575757575757,0.8242424242424242,6.0
15,Male,5.75,Smartphone,True,0.49,"Eye Strain, Anxiety, Obesity Risk",Urban,3.859060402684564,1.8909395973154361,6.0
12,Female,4.34,Laptop,True,0.32,Eye Strain,Urban,3.2878787878787876,1.0521212121212122,4.0
15,Female,5.05,Smartphone,True,0.45,Eye Strain,Urban,3.4827586206896552,1.5672413793103446,6.0
13,Male,3.69,Laptop,True,0.41,,Urban,2.617021276595745,1.0729787234042552,4.0
12,Male,3.4,TV,True,0.37,Poor Sleep,Urban,2.481751824817518,0.918248175182482,4.0
16,Female,3.68,Smartphone,True,0.32,"Poor Sleep, Anxiety, Obesity Risk",Urban,2.787878787878788,0.8921212121212121,6.0
14,Female,7.68,Smartphone,True,0.32,Poor Sleep,Urban,5.8181818181818175,1.8618181818181823,4.0
15,Male,2.25,Smartphone,False,0.31,,Rural,1.7175572519083968,0.5324427480916032,6.0
8,Male,3.2,Smartphone,True,0.42,Poor Sleep,Rural,2.2535211267605635,0.9464788732394367,2.0
18,Female,4.55,Smartphone,True,0.46,"Eye Strain, Obesity Risk",Urban,3.1164383561643834,1.4335616438356165,6.0
9,Female,6.01,Smartphone,True,0.4,,Urban,4.292857142857143,1.717142857142857,2.0
15,Male,2.38,Smartphone,False,0.45,,Urban,1.6413793103448275,0.7386206896551724,6.0
16,Male,4.33,Tablet,True,0.45,Poor Sleep,Urban,2.986206896551724,1.343793103448276,6.0
11,Female,3.39,Smartphone,True,0.42,"Poor Sleep, Anxiety",Urban,2.387323943661972,1.0026760563380281,4.0
17,Male,4.41,TV,True,0.33,Poor Sleep,Urban,3.3157894736842106,1.0942105263157895,6.0
18,Female,4.7,Laptop,True,0.46,Poor Sleep,Rural,3.219178082191781,1.4808219178082194,6.0
17,Female,3.58,Smartphone,True,0.3,,Urban,2.753846153846154,0.8261538461538462,6.0
16,Female,5.59,Smartphone,True,0.35,Eye Strain,Urban,4.14074074074074,1.44925925925926,6.0
11,Female,5.12,Smartphone,True,0.44,"Poor Sleep, Anxiety",Rural,3.555555555555556,1.5644444444444443,4.0
17,Female,3.57,TV,True,0.49,"Poor Sleep, Anxiety",Urban,2.395973154362416,1.174026845637584,6.0
17,Male,6.2,Smartphone,True,0.42,Eye Strain,Urban,4.366197183098592,1.8338028169014082,6.0
17,Female,4.96,TV,True,0.47,Poor Sleep,Rural,3.3741496598639458,1.5858503401360542,6.0
16,Male,4.34,TV,True,0.45,"Poor Sleep, Eye Strain",Rural,2.9931034482758623,1.3468965517241376,6.0
18,Male,5.79,Smartphone,True,0.45,"Poor Sleep, Eye Strain, Anxiety",Urban,3.9931034482758623,1.7968965517241378,6.0
14,Female,4.0,Smartphone,True,0.38,"Poor Sleep, Eye Strain, Anxiety",Urban,2.8985507246376816,1.1014492753623184,4.0
9,Male,3.15,TV,True,0.55,,Rural,2.032258064516129,1.117741935483871,2.0
16,Female,3.02,Smartphone,True,0.39,Eye Strain,Urban,2.172661870503597,0.8473381294964031,6.0
11,Female,2.25,TV,False,0.44,,Urban,1.5625,0.6875,4.0
15,Female,5.13,Laptop,True,0.32,Anxiety,Rural,3.8863636363636362,1.2436363636363637,6.0
14,Male,5.02,Smartphone,True,0.5,,Urban,3.3466666666666662,1.6733333333333333,4.0
14,Female,5.85,Laptop,True,0.39,Poor Sleep,Urban,4.2086330935251794,1.6413669064748202,4.0
15,Female,6.3,TV,True,0.49,Eye Strain,Rural,4.228187919463087,2.0718120805369127,6.0
8,Male,6.59,Smartphone,True,0.55,Obesity Risk,Urban,4.251612903225806,2.338387096774194,2.0
12,Male,5.94,Smartphone,True,0.48,,Rural,4.013513513513514,1.9264864864864863,4.0
9,Female,2.19,TV,True,0.44,,Urban,1.5208333333333333,0.6691666666666667,2.0
9,Male,5.13,TV,True,0.44,"Poor Sleep, Eye Strain, Anxiety",Urban,3.5625,1.5675,2.0
8,Male,4.48,TV,True,0.58,"Poor Sleep, Obesity Risk",Urban,2.8354430379746836,1.6445569620253169,2.0
12,Male,4.78,Smartphone,True,0.32,"Poor Sleep, Eye Strain",Urban,3.621212121212121,1.1587878787878791,4.0
9,Female,4.92,Tablet,True,0.59,"Poor Sleep, Eye Strain, Anxiety",Urban,3.0943396226415096,1.8256603773584903,2.0
11,Female,4.93,TV,True,0.48,Anxiety,Urban,3.331081081081081,1.5989189189189186,4.0
10,Male,0.7,Tablet,False,0.49,,Urban,0.4697986577181208,0.23020134228187916,2.0
10,Female,1.98,Tablet,False,0.46,,Rural,1.356164383561644,0.623835616438356,2.0
9,Male,3.91,Smartphone,True,0.6,,Urban,2.44375,1.46625,2.0
13,Male,5.02,Smartphone,True,0.5,"Poor Sleep, Anxiety",Rural,3.3466666666666662,1.6733333333333333,4.0
9,Male,0.8,TV,False,0.55,,Urban,0.5161290322580645,0.28387096774193554,2.0
15,Female,4.42,Tablet,True,0.49,Poor Sleep,Urban,2.966442953020134,1.4535570469798658,6.0
15,Female,4.62,TV,True,0.31,,Urban,3.5267175572519083,1.0932824427480918,6.0
12,Male,4.42,Laptop,True,0.43,Eye Strain,Urban,3.090909090909091,1.329090909090909,4.0
17,Female,2.29,Laptop,False,0.34,,Urban,1.708955223880597,0.5810447761194031,6.0
14,Male,2.14,Tablet,False,0.44,,Urban,1.4861111111111112,0.653888888888889,4.0
11,Female,3.5,Smartphone,True,0.47,"Poor Sleep, Anxiety",Urban,2.380952380952381,1.119047619047619,4.0
8,Male,1.67,TV,False,0.49,,Urban,1.1208053691275168,0.5491946308724831,2.0
18,Female,4.64,Smartphone,True,0.42,,Urban,3.267605633802817,1.3723943661971827,6.0
9,Male,1.74,TV,False,0.41,,Urban,1.2340425531914894,0.5059574468085106,2.0
17,Female,6.57,Smartphone,True,0.38,"Poor Sleep, Eye Strain, Anxiety",Urban,4.760869565217392,1.8091304347826087,6.0
17,Male,7.21,Laptop,True,0.43,Poor Sleep,Rural,5.0419580419580425,2.1680419580419574,6.0
11,Female,3.24,Smartphone,True,0.48,"Poor Sleep, Eye Strain",Rural,2.1891891891891895,1.0508108108108107,4.0
8,Male,2.82,TV,True,0.52,,Urban,1.8552631578947367,0.9647368421052631,2.0
15,Male,3.04,Laptop,True,0.43,Poor Sleep,Urban,2.125874125874126,0.9141258741258742,6.0
16,Female,5.86,TV,True,0.49,"Poor Sleep, Eye Strain",Rural,3.9328859060402688,1.9271140939597315,6.0
11,Female,5.22,Smartphone,True,0.41,"Poor Sleep, Eye Strain",Urban,3.7021276595744683,1.5178723404255314,4.0
17,Male,5.32,Smartphone,True,0.42,,Urban,3.746478873239437,1.5735211267605633,6.0
10,Female,0.0,Smartphone,False,0.48,,Urban,0.0,0.0,2.0
9,Male,5.22,Smartphone,True,0.44,Poor Sleep,Urban,3.625,1.5949999999999998,2.0
12,Female,4.63,Smartphone,True,0.39,Poor Sleep,Urban,3.330935251798561,1.299064748201439,4.0
10,Female,3.61,Smartphone,True,0.45,Obesity Risk,Rural,2.489655172413793,1.120344827586207,2.0
17,Female,4.29,Smartphone,True,0.33,,Urban,3.225563909774436,1.064436090225564,6.0
14,Male,4.9,Smartphone,True,0.43,"Poor Sleep, Eye Strain",Urban,3.426573426573427,1.4734265734265732,4.0
18,Female,3.67,Tablet,True,0.32,Obesity Risk,Urban,2.7803030303030303,0.8896969696969697,6.0
13,Male,2.28,Tablet,False,0.49,,Urban,1.530201342281879,0.7497986577181208,4.0
8,Male,0.95,Smartphone,False,0.5,,Urban,0.6333333333333333,0.31666666666666665,2.0
15,Female,5.11,Laptop,True,0.46,Poor Sleep,Urban,3.5000000000000004,1.6099999999999999,6.0
9,Female,2.67,TV,True,0.55,,Urban,1.7225806451612902,0.9474193548387098,2.0
12,Male,5.48,Tablet,True,0.35,Poor Sleep,Urban,4.059259259259259,1.420740740740741,4.0
16,Female,6.42,TV,True,0.45,Eye Strain,Urban,4.427586206896552,1.9924137931034478,6.0
15,Male,3.71,Smartphone,True,0.37,,Rural,2.708029197080292,1.001970802919708,6.0
9,Male,5.69,Smartphone,True,0.55,Poor Sleep,Urban,3.670967741935484,2.0190322580645166,2.0
16,Male,3.02,TV,True,0.43,Anxiety,Urban,2.111888111888112,0.9081118881118879,6.0
12,Female,4.72,Smartphone,True,0.39,Poor Sleep,Urban,3.3956834532374094,1.3243165467625904,4.0
17,Female,3.18,Smartphone,True,0.41,Poor Sleep,Rural,2.2553191489361706,0.9246808510638296,6.0
13,Male,4.14,Smartphone,True,0.33,,Urban,3.1127819548872178,1.027218045112782,4.0
10,Male,4.54,Smartphone,True,0.46,Poor Sleep,Rural,3.1095890410958904,1.4304109589041096,2.0
10,Male,1.17,Smartphone,False,0.49,,Rural,0.785234899328859,0.3847651006711409,2.0
17,Female,4.86,Laptop,True,0.32,"Poor Sleep, Anxiety",Rural,3.681818181818182,1.1781818181818182,6.0
15,Male,7.52,Smartphone,True,0.39,Poor Sleep,Rural,5.410071942446042,2.109928057553957,6.0
18,Female,3.19,Laptop,True,0.34,,Rural,2.380597014925373,0.8094029850746272,6.0
17,Male,3.86,TV,True,0.5,"Poor Sleep, Anxiety",Urban,2.5733333333333333,1.2866666666666666,6.0
17,Female,3.42,Smartphone,True,0.32,Poor Sleep,Rural,2.590909090909091,0.8290909090909091,6.0
9,Female,1.39,Tablet,False,0.41,,Urban,0.9858156028368794,0.4041843971631205,2.0
18,Female,3.83,Smartphone,True,0.42,"Poor Sleep, Eye Strain",Urban,2.6971830985915495,1.1328169014084506,6.0
9,Female,1.48,TV,False,0.56,,Rural,0.9487179487179487,0.5312820512820513,2.0
12,Male,5.33,Smartphone,True,0.45,"Poor Sleep, Anxiety",Urban,3.6758620689655173,1.6541379310344828,4.0
13,Male,4.42,Smartphone,True,0.39,"Poor Sleep, Eye Strain",Urban,3.1798561151079134,1.2401438848920865,4.0
9,Male,0.47,TV,False,0.46,,Urban,0.3219178082191781,0.14808219178082188,2.0
12,Female,4.32,TV,True,0.4,Poor Sleep,Urban,3.0857142857142863,1.234285714285714,4.0
14,Male,5.44,Smartphone,True,0.35,"Poor Sleep, Eye Strain",Urban,4.029629629629629,1.4103703703703712,4.0
17,Female,5.02,Smartphone,True,0.36,Poor Sleep,Urban,3.6911764705882355,1.328823529411764,6.0
17,Male,2.14,Laptop,False,0.36,,Urban,1.573529411764706,0.5664705882352941,6.0
15,Male,4.76,TV,True,0.4,Poor Sleep,Urban,3.4,1.3599999999999999,6.0
14,Male,4.64,Tablet,True,0.44,,Urban,3.2222222222222223,1.4177777777777774,4.0
15,Female,5.99,Smartphone,True,0.45,Poor Sleep,Urban,4.131034482758621,1.858965517241379,6.0
16,Female,3.9,Laptop,True,0.47,"Poor Sleep, Eye Strain, Obesity Risk",Rural,2.6530612244897958,1.2469387755102042,6.0
12,Male,4.98,Smartphone,True,0.34,"Poor Sleep, Eye Strain, Anxiety",Urban,3.7164179104477615,1.263582089552239,4.0
12,Male,3.5,Smartphone,True,0.39,Poor Sleep,Urban,2.5179856115107913,0.9820143884892087,4.0
18,Female,4.27,Smartphone,True,0.36,Poor Sleep,Rural,3.139705882352941,1.1302941176470584,6.0
17,Female,6.3,Laptop,True,0.36,"Poor Sleep, Eye Strain",Urban,4.632352941176471,1.6676470588235288,6.0
11,Male,4.72,Smartphone,True,0.49,Poor Sleep,Urban,3.1677852348993287,1.552214765100671,4.0
16,Male,3.41,Smartphone,True,0.47,Poor Sleep,Urban,2.3197278911564627,1.0902721088435374,6.0
12,Male,3.71,Laptop,True,0.4,,Urban,2.6500000000000004,1.0599999999999996,4.0
9,Male,2.05,TV,True,0.41,,Urban,1.4539007092198581,0.5960992907801417,2.0
17,Male,3.72,Laptop,True,0.37,"Eye Strain, Anxiety",Urban,2.7153284671532845,1.0046715328467157,6.0
15,Female,4.95,Laptop,True,0.44,Eye Strain,Urban,3.4375000000000004,1.5124999999999997,6.0
14,Female,4.08,Smartphone,True,0.45,Obesity Risk,Urban,2.813793103448276,1.266206896551724,4.0
15,Male,1.72,Smartphone,False,0.36,,Urban,1.2647058823529413,0.4552941176470586,6.0
10,Male,8.29,TV,True,0.59,"Poor Sleep, Eye Strain",Rural,5.213836477987421,3.0761635220125783,2.0
11,Male,3.91,Smartphone,True,0.4,Obesity Risk,Urban,2.792857142857143,1.117142857142857,4.0
12,Male,6.3,Smartphone,True,0.45,Eye Strain,Urban,4.344827586206897,1.955172413793103,4.0
13,Male,4.37,Tablet,True,0.5,"Poor Sleep, Obesity Risk",Urban,2.9133333333333336,1.4566666666666666,4.0
8,Male,6.57,Smartphone,True,0.51,"Poor Sleep, Eye Strain",Rural,4.3509933774834435,2.219006622516557,2.0
11,Male,3.65,Laptop,True,0.46,Poor Sleep,Rural,2.5,1.15,4.0
18,Female,6.33,Smartphone,True,0.31,"Eye Strain, Obesity Risk",Rural,4.83206106870229,1.4979389312977105,6.0
17,Female,2.65,Smartphone,False,0.5,,Rural,1.7666666666666666,0.8833333333333333,6.0
12,Female,4.74,Tablet,True,0.47,,Urban,3.2244897959183674,1.5155102040816328,4.0
14,Female,5.52,Laptop,True,0.36,Poor Sleep,Urban,4.0588235294117645,1.461176470588235,4.0
12,Male,3.82,Laptop,True,0.35,"Poor Sleep, Eye Strain",Urban,2.8296296296296295,0.9903703703703703,4.0
8,Male,0.94,Smartphone,False,0.55,,Urban,0.6064516129032258,0.33354838709677415,2.0
18,Female,4.03,TV,True,0.38,,Urban,2.9202898550724643,1.109710144927536,6.0
14,Male,4.97,Smartphone,True,0.42,"Poor Sleep, Anxiety",Rural,3.5,1.4699999999999998,4.0
15,Female,6.59,Smartphone,True,0.47,Poor Sleep,Urban,4.482993197278912,2.107006802721088,6.0
14,Female,2.97,Tablet,False,0.45,,Urban,2.048275862068966,0.9217241379310344,4.0
18,Male,5.15,Smartphone,True,0.37,,Urban,3.759124087591241,1.3908759124087595,6.0
11,Female,3.94,Tablet,True,0.33,"Poor Sleep, Obesity Risk",Urban,2.962406015037594,0.977593984962406,4.0
15,Male,3.6,Smartphone,True,0.37,Eye Strain,Rural,2.627737226277372,0.9722627737226279,6.0
12,Female,4.27,Smartphone,True,0.41,Anxiety,Urban,3.028368794326241,1.2416312056737584,4.0
17,Male,4.03,Laptop,True,0.32,Poor Sleep,Urban,3.053030303030303,0.976969696969697,6.0
16,Male,3.93,Smartphone,True,0.48,Eye Strain,Rural,2.6554054054054057,1.2745945945945945,6.0
17,Female,5.06,Smartphone,True,0.31,Eye Strain,Urban,3.862595419847328,1.1974045801526718,6.0
12,Female,4.55,Laptop,True,0.39,Poor Sleep,Urban,3.2733812949640284,1.2766187050359714,4.0
8,Female,1.04,Smartphone,False,0.42,,Urban,0.7323943661971831,0.3076056338028169,2.0
16,Male,3.65,Smartphone,True,0.42,Anxiety,Urban,2.5704225352112675,1.0795774647887324,6.0
12,Male,5.36,Laptop,True,0.31,,Rural,4.091603053435114,1.268396946564886,4.0
13,Female,3.89,TV,True,0.35,"Poor Sleep, Obesity Risk",Urban,2.8814814814814813,1.0085185185185188,4.0
11,Male,3.38,TV,True,0.38,Poor Sleep,Urban,2.449275362318841,0.9307246376811591,4.0
13,Female,2.43,Laptop,False,0.46,,Rural,1.6643835616438358,0.7656164383561643,4.0
15,Female,4.05,Tablet,True,0.44,Poor Sleep,Urban,2.8125,1.2374999999999998,6.0
10,Female,0.0,Tablet,False,0.41,,Urban,0.0,0.0,2.0
12,Male,4.45,Laptop,True,0.37,"Poor Sleep, Anxiety",Urban,3.2481751824817517,1.2018248175182484,4.0
9,Male,0.0,Tablet,False,0.5,,Urban,0.0,0.0,2.0
9,Female,2.0,TV,False,0.49,,Urban,1.342281879194631,0.6577181208053691,2.0
14,Female,4.72,Tablet,True,0.42,,Urban,3.323943661971831,1.3960563380281688,4.0
17,Female,2.86,TV,False,0.49,,Rural,1.919463087248322,0.9405369127516778,6.0
17,Male,4.99,Laptop,True,0.47,,Urban,3.3945578231292517,1.5954421768707485,6.0
18,Female,5.15,Laptop,True,0.33,Poor Sleep,Urban,3.8721804511278197,1.2778195488721806,6.0
17,Male,2.5,Smartphone,False,0.43,,Rural,1.7482517482517483,0.7517482517482517,6.0
13,Male,3.04,Smartphone,True,0.46,,Rural,2.0821917808219177,0.9578082191780823,4.0
11,Female,4.96,Tablet,True,0.36,"Poor Sleep, Anxiety",Urban,3.647058823529412,1.3129411764705878,4.0
12,Female,5.64,TV,True,0.37,Poor Sleep,Urban,4.116788321167883,1.5232116788321166,4.0
8,Male,4.89,Smartphone,True,0.41,"Poor Sleep, Obesity Risk",Urban,3.4680851063829787,1.421914893617021,2.0
14,Male,3.39,Laptop,True,0.35,Poor Sleep,Rural,2.511111111111111,0.878888888888889,4.0
15,Male,3.42,TV,True,0.35,"Poor Sleep, Obesity Risk",Rural,2.533333333333333,0.8866666666666667,6.0
16,Male,2.62,Smartphone,False,0.36,,Urban,1.9264705882352944,0.6935294117647057,6.0
15,Male,4.73,TV,True,0.47,"Eye Strain, Obesity Risk",Urban,3.217687074829932,1.5123129251700682,6.0
12,Female,1.63,Laptop,False,0.35,,Rural,1.2074074074074073,0.42259259259259263,4.0
10,Male,5.68,TV,True,0.49,,Urban,3.8120805369127515,1.8679194630872482,2.0
17,Male,5.01,TV,True,0.34,Poor Sleep,Urban,3.7388059701492535,1.2711940298507463,6.0
18,Female,5.79,Smartphone,True,0.41,Eye Strain,Urban,4.1063829787234045,1.6836170212765955,6.0
16,Female,5.5,Laptop,True,0.42,Poor Sleep,Rural,3.8732394366197185,1.6267605633802815,6.0
13,Female,6.15,TV,True,0.44,Poor Sleep,Urban,4.270833333333334,1.8791666666666664,4.0
12,Female,3.04,Laptop,True,0.45,"Poor Sleep, Eye Strain, Anxiety, Obesity Risk",Urban,2.0965517241379312,0.9434482758620688,4.0
10,Female,4.38,TV,True,0.44,"Poor Sleep, Anxiety",Rural,3.0416666666666665,1.3383333333333334,2.0
13,Female,4.0,Smartphone,True,0.49,Anxiety,Urban,2.684563758389262,1.3154362416107381,4.0
10,Female,6.74,Smartphone,True,0.58,"Poor Sleep, Eye Strain",Urban,4.265822784810126,2.474177215189874,2.0
17,Male,2.16,TV,False,0.35,,Urban,1.6,0.56,6.0
13,Female,6.17,Smartphone,True,0.5,Poor Sleep,Urban,4.113333333333333,2.0566666666666666,4.0
11,Female,4.95,TV,True,0.49,Poor Sleep,Urban,3.3221476510067114,1.6278523489932888,4.0
9,Male,4.97,Smartphone,True,0.58,"Poor Sleep, Eye Strain",Urban,3.1455696202531644,1.8244303797468353,2.0
15,Male,4.49,Laptop,True,0.36,Poor Sleep,Urban,3.3014705882352944,1.1885294117647058,6.0
11,Female,4.09,Laptop,True,0.37,,Rural,2.9854014598540144,1.1045985401459855,4.0
16,Male,4.99,Laptop,True,0.41,"Poor Sleep, Eye Strain",Urban,3.539007092198582,1.4509929078014183,6.0
14,Male,4.66,Smartphone,True,0.47,,Urban,3.1700680272108843,1.4899319727891158,4.0
9,Male,3.66,Tablet,True,0.51,"Poor Sleep, Eye Strain, Obesity Risk",Urban,2.423841059602649,1.2361589403973512,2.0
11,Male,5.06,Smartphone,True,0.44,Poor Sleep,Rural,3.513888888888889,1.5461111111111108,4.0
12,Male,6.18,Laptop,True,0.33,,Rural,4.646616541353383,1.5333834586466164,4.0
10,Male,2.98,TV,True,0.41,,Urban,2.1134751773049647,0.8665248226950353,2.0
16,Male,4.95,Tablet,True,0.43,"Poor Sleep, Obesity Risk",Rural,3.4615384615384617,1.4884615384615385,6.0
12,Female,5.4,TV,True,0.43,Poor Sleep,Urban,3.7762237762237767,1.6237762237762237,4.0
9,Male,0.06,TV,False,0.45,,Rural,0.041379310344827586,0.018620689655172412,2.0
18,Female,6.77,Smartphone,True,0.47,"Poor Sleep, Eye Strain",Urban,4.605442176870748,2.1645578231292513,6.0
10,Male,8.75,Smartphone,True,0.53,Poor Sleep,Urban,5.718954248366013,3.031045751633987,2.0
16,Male,4.9,Smartphone,True,0.31,"Poor Sleep, Eye Strain",Rural,3.740458015267176,1.1595419847328245,6.0
14,Male,3.59,Laptop,True,0.42,,Rural,2.528169014084507,1.0618309859154929,4.0
9,Female,3.95,Tablet,True,0.5,Eye Strain,Urban,2.6333333333333333,1.3166666666666669,2.0
16,Male,3.47,Smartphone,True,0.45,Anxiety,Urban,2.393103448275862,1.076896551724138,6.0
11,Female,5.85,Smartphone,True,0.39,Eye Strain,Urban,4.2086330935251794,1.6413669064748202,4.0
16,Female,4.98,Smartphone,True,0.37,Eye Strain,Rural,3.635036496350365,1.3449635036496352,6.0
9,Male,2.72,TV,True,0.56,,Rural,1.7435897435897436,0.9764102564102566,2.0
17,Male,2.88,Smartphone,False,0.49,,Urban,1.9328859060402683,0.9471140939597316,6.0
11,Male,6.17,TV,True,0.44,Poor Sleep,Urban,4.284722222222222,1.8852777777777776,4.0
12,Male,6.56,Smartphone,True,0.35,Poor Sleep,Urban,4.859259259259258,1.7007407407407413,4.0
9,Female,0.85,TV,False,0.58,,Urban,0.5379746835443038,0.3120253164556962,2.0
17,Female,4.54,Smartphone,True,0.38,Anxiety,Rural,3.2898550724637685,1.2501449275362315,6.0
8,Female,0.78,Tablet,False,0.44,,Urban,0.5416666666666667,0.23833333333333329,2.0
14,Female,4.4,TV,True,0.39,Poor Sleep,Urban,3.1654676258992804,1.23453237410072,4.0
17,Female,1.44,Smartphone,False,0.32,,Urban,1.0909090909090908,0.3490909090909091,6.0
8,Female,9.41,Tablet,True,0.52,"Poor Sleep, Eye Strain",Rural,6.190789473684211,3.2192105263157895,2.0
18,Male,5.52,Tablet,True,0.37,"Poor Sleep, Eye Strain",Rural,4.02919708029197,1.4908029197080293,6.0
18,Female,6.48,Smartphone,True,0.37,"Poor Sleep, Eye Strain",Urban,4.72992700729927,1.7500729927007308,6.0
15,Male,3.27,Smartphone,True,0.33,"Poor Sleep, Obesity Risk",Rural,2.4586466165413534,0.8113533834586466,6.0
10,Male,5.33,Tablet,True,0.57,"Poor Sleep, Eye Strain",Urban,3.3949044585987265,1.9350955414012736,2.0
17,Female,3.55,TV,True,0.35,Poor Sleep,Urban,2.6296296296296293,0.9203703703703705,6.0
13,Female,1.78,Smartphone,False,0.37,,Rural,1.2992700729927007,0.48072992700729933,4.0
14,Male,4.03,TV,True,0.46,Poor Sleep,Urban,2.76027397260274,1.2697260273972604,4.0
17,Male,5.18,Laptop,True,0.32,Poor Sleep,Urban,3.924242424242424,1.2557575757575759,6.0
8,Male,5.28,TV,True,0.46,Poor Sleep,Urban,3.616438356164384,1.6635616438356164,2.0
13,Female,3.81,TV,True,0.46,,Urban,2.6095890410958904,1.2004109589041096,4.0
14,Male,5.28,Smartphone,True,0.38,"Poor Sleep, Eye Strain",Urban,3.8260869565217397,1.4539130434782606,4.0
13,Male,4.6,Smartphone,True,0.39,"Poor Sleep, Anxiety, Obesity Risk",Urban,3.309352517985611,1.2906474820143887,4.0
11,Female,6.28,TV,True,0.36,Eye Strain,Urban,4.61764705882353,1.6623529411764704,4.0
8,Female,3.13,Smartphone,True,0.43,"Poor Sleep, Eye Strain, Anxiety",Urban,2.1888111888111887,0.9411888111888111,2.0
18,Male,3.76,Smartphone,True,0.38,Poor Sleep,Urban,2.7246376811594204,1.0353623188405794,6.0
16,Male,2.09,TV,False,0.4,,Urban,1.4928571428571429,0.597142857142857,6.0
11,Female,6.54,Tablet,True,0.42,"Poor Sleep, Obesity Risk",Rural,4.605633802816902,1.934366197183098,4.0
14,Female,2.44,Smartphone,False,0.37,,Rural,1.7810218978102188,0.6589781021897811,4.0
